date_of_sale,address,county,eircode,price_eur,not_full_market_price,vat_exclusive,property_description,size_description,year,month,ber_rating,bedrooms,bathrooms,floor_area
02/03/2026,"SHANNAFREACHOG, FURBO, SPIDDAL",Galway,H91R26P,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
02/03/2026,"ST FIONNANS RD, ACHILL SOUND, WESTPORT",Mayo,F28KV66,"€90,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
02/03/2026,"THE BRAE, RATHMULLAN, LETTERKENNY",Donegal,F92W8C7,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
02/03/2026,"TOBINSTOWN, RAMSGRANGE, NEW ROSS",Wexford,Y34X250,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
02/03/2026,"TOBINSTOWN, RAMSGRANGE, NEW ROSS",Wexford,Y34X250,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
02/03/2026,"TOWERVIEW, CASTLECRINE, SIXMILEBRIDGE",Clare,V95YP77,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
02/03/2026,"WEAVER'S ROW, CLONSILLA ROAD, CLONSILLA",Dublin,D15PPW1,"€550,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
02/03/2026,"WEST END, BANAGHER, OFFALY",Offaly,R42NP03,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
02/03/2026,"WILTON, GORTLAND ROW, NENAGH",Tipperary,E45EH24,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"00 RAMORE, KILLIMOR, CO GALWAY",Galway,,"€107,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"1 LAKEVIEW, GORT RD, LOUGHREA",Galway,H62VY13,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"1 OLD FRIARY PLACE, SHANDON ST, CORK",Cork,T23W8FV,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"1 SUMMERSEAT GREEN, CLONEE, CO. MEATH",Meath,D15FC55,"€412,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"100 GLENDALE MEADOWS, LEIXLIP, KILDARE",Kildare,W23W9N3,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"100B Blackrath Vale, Curragh, Newbridge",Kildare,,"€405,286.34",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"101 Littlebrook, Chapel Road, Delgany",Wicklow,,"€493,392.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"11 CLUAIN AOIBHINN, ROSSLARE STRAND, WEXFORD",Wexford,Y35H394,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"11 DELHURST AVE, ONGAR WOOD CLONEE, DUBLIN 15",Dublin,D15HC9H,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"113 LOWER FRIARS WALK, BALLYPHEHANE, CORK",Cork,T12R8D7,"€321,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"12 Ballycarn Green, Ballycarn Lodge, Enfield",Meath,,"€348,017.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"12 MELVILLE PARK, JAMESTOWN RD, MEAKSTOWN DUBLIN 11",Dublin,D11H284,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"12 PINEWOOD EST, KILLARNEY, KERRY",Kerry,V93X5N5,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"121 GLANTAN, GOLF LINKS RD, LIMERICK",Limerick,V94D8W8,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"122 INDUSTRY PLACE, BARRACK STREET, CORK",Cork,T12H6KX,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"13 THE MAPLES, FOREST PARK, PORTLAOISE",Laois,R32XE22,"€168,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"133 LIMEKILN GREEN, WALKINSTOWN, DUBLIN 12",Dublin,D12R5F6,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"134 CASTLECURRAGH HEATH, MULHUDDART, DUBLIN 15",Dublin,D15E7Y8,"€375,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"138 BURNELL COURT, NORTHERN CROSS, MALAHIDE RD",Dublin,D17KR24,"€344,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"138 MEADOWBANK HILL, RATOATH, MEATH",Meath,A85Y306,"€560,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"14 BEECHFIELD WAY, CASTLEHEANY, CLONEE DUBLIN 15",Dublin,D15W521,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"14 FRANKFORD CLOSE, INNISCRONE, CO. SLIGO",Sligo,F26WP58,"€226,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"14 Radharc Na Beannoige, Ramsfort Park, Gorey",Wexford,,"€295,154.18",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"140 BRIDGE MEADOW, MILEHOUSE ROAD, ENNISCORTHY",Wexford,Y21R2R6,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"15 Church Fields Glen, Church Fields East",Dublin,,"€436,123.35",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"16 HAZEL LANE, DROGHEDA, LOUTH",Meath,A92X4K6,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"16 THE CRESCENT, HIGHFIELD PARK, BALLINCOLLIG",Cork,P31PY22,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"161 HUNTERS GREEN, HUNTERS WOOD, BALLYCULLEN RD DUBLIN 24",Dublin,D24P710,"€385,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"166 APT, DARGAN BUILDING BLOCK 7B, HEUSTON SOUTH QUARTER DUBLIN 8",Dublin,D08Y243,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"17 CIRCULAR ROAD, KILKENNY",Kilkenny,R95KD2P,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"17 HADDON COURT, HADDON RD, CLONTARF",Dublin,D03T276,"€370,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"17 Meadowbank Court, Miller's Glen, Swords",Dublin,,"€440,528.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"17 WATER'S GATE, BILBERRY, WATERFORD  CITY",Waterford,X91H317,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"18 Juniper, Sandwood, Portlaoise",Laois,R32HDP6,"€440,527.75",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"180 MORRISTOWN WOOD, NEWBRIDGE, CO KILDARE",Kildare,W12E085,"€225,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"187 BURNELL SQ, NORTHERN CROSS, CLARE HALL",Dublin,D17T103,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"19 BAYSIDE BOULEVARD NORTH, SUTTON, DUBLIN 13",Dublin,D13RC61,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"19 BEECH GROVE, BOOTERSTOWN, DUBLIN",Dublin,A94X8C9,"€515,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"19 Juniper, Sand Wood, Portlaoise",Laois,,"€440,527.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"2 ROCKHILL, PORTNABLAH, CO DONEGAL",Donegal,F92HC89,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"2 ST LAZERIAN'S TERRACE, GRAIGUECULLEN, CARLOW",Carlow,R93TN84,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"20 ROSEHAVEN, CARPENTERSTOWN RD, DUBLIN",Dublin,D15X611,"€437,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"20 The Drive, Stonehaven, Naas",Kildare,,"€471,366.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"21 THE PRIORY, GRANGE RD, RATHFARNHAM DUBLIN 16",Dublin,D16WV58,"€1,225,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"212 Forgelands, Old Forge Road, Milehouse Road",Wexford,,"€303,964.75",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"22 HIGHFIELD, BAILIEBOROUGH, CAVAN",Cavan,A82HX84,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"22 REDFORD DRIVE, ADAMSTOWN, LUCAN",Dublin,K78X4W0,"€440,528.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"23 Ross House, Montpelier Avenue, Dublin 7",Dublin,,"€295,154.05",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"23 The Laurels, Cois Caislean, Maglin Road",Cork,,"€429,956.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"24 CLAYTON HALL, STAPLESTOWN ROAD, CARLOW",Carlow,R93NY57,"€288,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"25 COILL DARACH, CASTLEBLAYNEY, MONAGHAN",Monaghan,A75XP66,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"25 SANDYMOUNT RD, SANDYMOUNT, DUBLIN 4",Dublin,D04V0C2,"€2,575,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"26 ASHFORD DOWNS, GRANARD RD, BALLYJAMESDUFF",Cavan,A82V592,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"28 CARRIGLEA GARDENS, KILL AVE, DUN LAOGHAIRE",Dublin,A96N599,"€465,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 ARTRAMON GROVE, ARTRAMON, CROSSABEG",Wexford,,"€814,977.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 Ash Way, Kilcarbery Grange",Dublin,,"€427,312.78",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 COLLINDALE, BEAUMONT RD, BEAUMONT DUBLIN 9",Dublin,D09C8P2,"€350,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 CUIRT CREGG, GALWAY RD, CLIFDEN",Galway,H71YA34,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 MOSS COTTAGES, ENNISKERRY RD, KILTERNAN DUBLIN 18",Dublin,D18WP23,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 OBELISK RISE, ST AUGUSTINE'S PARK, CARYSFORT AVENUE",Dublin,A94W0V9,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 RIVERVIEW, LARAGH RD, STRADONE",Cavan,H12K738,"€437,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 SEAFIELD DRIVE, BLACKROCK, CO DUBLIN",Dublin,A94NH42,"€1,170,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 ST. HELEN'S AVENUE, ST. HELEN'S, ADAMSTOWN",Dublin,K78R2R9,"€571,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 THE LAWN, WOODBROOK GLEN, BRAY",Dublin,A98D799,"€558,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"3 THE ORCHARD, HALE ST, ARDEE",Louth,A92XR89,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"30 THE CHANDLER, ASHTOWN VILLAGE, ASHTOWN DUBLIN 15",Dublin,D15E8C0,"€327,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"32 SHERATON COURT, HARTLANDS AVE, CORK",Cork,T12X2Y1,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"32 Waterville, Bealnamulla, Monksland",Roscommon,,"€404,066.14",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"328 LE FANU ROAD, BALLYFERMOT, DUBLIN 10",Dublin,D10N792,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"33 CLEGGAN AVE, DUBLIN 10, DUBLIN",Dublin,D10TD99,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"33 HIGHFIELD AVE, CARRIGANARRA, BALLINCOLLIG",Cork,P31D658,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"35 BALLINA QUAY, BALLINA, COUNTY TIPPERARY",Tipperary,V94HTF6,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"35 THREADNEEDLE RD, SALTHILL, GALWAY",Galway,H91PH2K,"€1,760,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"36 CLUAIN CAOIN, BORRISOKANE RD, NENAGH",Tipperary,E45ED65,"€339,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"37 ESMONDE ST, GOREY, WEXFORD",Wexford,Y25EY22,"€338,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"386 Ard Uisce, Whiterock Hill, Wexford",Wexford,Y35P9RV,"€295,154.18",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"4 CLONSHAUGH GREEN, CLONSHAUGH, DUBLIN 17",Dublin,D17NY03,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"4 Moore's Road, Ard Griffin, Water Rock",Cork,,"€356,828.19",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"4 SHANNON TERRACE, KILMAINHAM, DUBLIN 8",Dublin,D08HT0F,"€415,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"40 DERRYMORE, TULLA RD, ENNIS",Clare,V95R2YV,"€357,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"40 ROCKFIELD COURT, HOEYS LANE, DUNDALK",Louth,A91T6T0,"€350,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"41 CASTLELEA AVE, PORTARLINGTON, LAOIS",Laois,R32T8P0,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"44 ALLENDALE RISE, CLONSILLA, DUBLIN 15",Dublin,D15R6H6,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"45 MAPLEWOOD DR, SPRINGFIELD, TALLAGHT DUBLIN 24",Dublin,D24H0X3,"€358,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"45 THE PARKLANDS, RATHFARNHAM CASTLE, RATHFARNHAM",Dublin,D14TH27,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"46 MOYNIHAN COURT, MAIN RD, TALLAGHT DUBLIN 24",Dublin,D24XY23,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"49 CARRICKMOUNT AVENUE, CHURCHTOWN, DUBLIN 14",Dublin,D14XH76,"€575,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"49 CASTLE GARDENS, BUNRATTY, CO CLARE",Clare,V95HX29,"€325,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"49 MOYLARAGH RISE, BALBRIGGAN, CO DUBLIN",Dublin,K32TD79,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"49A RALAHINE, BALLYBRACK, GLENAGEARY",Dublin,A96YXV7,"€320,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"5 Church Fields Glen, Church Fields East",Dublin,,"€383,259.91",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"5 CORNAGOWER PARK, BRITTAS BAY, CO WICKLOW",Wicklow,A67AY84,"€1,100,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"5 SILVERBROOK DRIVE, ARDEN ROAD, TULLAMORE",Offaly,R35X9X7,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"51 KILTALOWN RD, DUBLIN 24, DUBLIN",Dublin,D24H6F8,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"51 MOUNT NEBO AVENUE, GURRANABRAHER, COUNTY CORK",Cork,T23Y2V3,"€305,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"52 CAPWELL RD, TURNERS CROSS, CORK",Cork,T12V248,"€205,000.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"53 THE SPIRES, TERMONFECKIN, DROGHEDA",Louth,A92FD77,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"53 TOBAR SHEAMAIS, LETTERAGH ROAD, RAHOON",Galway,,"€340,528.63",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"54 Glenwood, Strawhall, Fermoy",Cork,,"€374,449.34",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"55 Phoenix Park Avenue, Castleknock, Dublin 15",Dublin,,"€925,114.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"57 TREACY AVE, SLIGO, SLIGO",Sligo,F91F2KH,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"60 ARRAN STREET EAST, ORMOND QUAY, DUBLIN 7",Dublin,D07V821,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"60 BEATTY PARK, CELBRIDGE, CO KILDARE",Kildare,W23Y261,"€518,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"60 ELIZABETH ST, OFF CLONLIFFE RD, DUBLIN 3",Dublin,D03EH04,"€345,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"61 THE PRIORY, GRANGE RD, RATHFARNHAM DUBLIN 14",Dublin,D16R621,"€710,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"62 BRIDGE ST, DUNDALK, LOUTH",Louth,A91F729,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"67 THE DRIVE, HAZELHATCH PARK, CELBRIDGE",Kildare,W23RX20,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"68 PARKVIEW ROAD, BALBUTCHER LANE, FINGLAS",Dublin,D11N129,"€422,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"7 ROCKVILLE COURT, LEITRIM ST, CORK",Cork,T23X098,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"707 Block F, Domville Crescent, Cherrywood",Dublin,,"€405,286.33",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"71 The Orchard, Johnstown Demesne, Johnstown",Meath,,"€409,691.62",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"710 Block F, Domville Crescent, Domville",Dublin,,"€440,528.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"72 ENNAFORT ROAD, RAHENY, DUBLIN 5",Dublin,D05Y043,"€342,500.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"74 Cluain Dara, Derrinturn, County Kildare",Kildare,,"€370,044.05",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"76 ALL SAINTS RD, ST ANNES ESTATE, RAHENY DUBLIN 5",Dublin,D05TK71,"€203,128.50",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"78 LEIX RD, CABRA, DUBLIN 7",Dublin,D07A668,"€468,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"8 An Móinéar Buí, Claregalway",Galway,,"€465,903.07",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"8 MOORETOWN RD, SWORDS, DUBLIN",Dublin,K67DY76,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"8 RYEBRIDGE ROW, KILCOCK, KILDARE",Kildare,W23C8W6,"€402,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"84 CROAGHAN HEIGHTS, LIFFORD, CO. DONEGAL",Donegal,F93PYV2,"€73,750.00",Yes,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"87 ST FINTANS PARK, DEANSGRANGE, DUN LAOGHAIRE",Dublin,A94C628,"€740,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"88 Ard Raithni, Barna",Galway,,"€273,127.75",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"9 LOWER JOHN STREET, WEXFORD, CO WEXFORD",Wexford,Y35A3K6,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"95 EDENMORE CRESCENT, RAHENY, DUBLIN 5",Dublin,D05V2X3,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"96 Seven Winds, North Road, Drogheda",Louth,,"€312,731.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"Apartment 25 Fernhill Gate, Leopardstown Road, Sandyford",Dublin,,"€519,823.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"Apartment 29  Second Floor, Ross House, Montpelier Avenue",Dublin,,"€295,154.13",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"Apartment 5 Block A, Carr's Hill View, Douglas",Cork,,"€299,559.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"APARTMENT 5, BLOCK 4  NEW PRIORY, THE HOLE IN THE WALL ROAD",Dublin,D13AE35,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"Apartment 61 Fourth Floor, Ross House, Montpelier",Dublin,,"€361,719.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"APT 105 THE CUBES 2, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18",Dublin,D18V6K8,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"APT 35, 143 MERRION ROAD, DUBLIN 4",Dublin,D04K5W4,"€726,872.25",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"APT 508, MAHON HOUSE, UPPER WILLIAM ST",Limerick,V94PK50,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"APT 65 THE CHANDLER, ARRAN QUAY APARTMENTS, ARRAN QUAY",Dublin,D07RT04,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"APT 7 VANDALEUR MEWS, ENNIS RD, LIMERICK",Limerick,V94X995,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"APT. 53  MEADOW VIEW, CLAY FARM, LEOPARDSTOWN",Dublin,,"€488,987.00",No,Yes,New Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"ARDANE CROSS, BANSHA, CO TIPPERARY",Tipperary,E34Y996,"€390,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"BALLINORIG WEST, CAUSEWAY, TRALEE",Kerry,V92P272,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"BUSHTOWN, WILLIAMSTOWN, CASTLEREA",Galway,F45T250,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"CALLURA, ENNISTYMON, CO CLARE",Clare,V95KA44,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"CLARAS, NEWTOWNCASHEL, LONGFORD",Longford,N39EE70,"€380,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"CLAREMOUNT, OUGHTERARD, GALWAY",Galway,H91TKX5,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"CLIFF ROAD, TRAMORE, CO. WATERFORD",Waterford,X91E2K7,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"CLONCULLEN, COORACLARE, CLARE",Clare,V15CF65,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"CLONES RD, BUTLERS BRIDGE, CAVAN",Cavan,H12HW86,"€414,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"COMO, BALLYHEHAN, BELLHARBOUR",Clare,H91ENP7,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"COOLE, KILMAINHAM WOOD, KELLS",Meath,A82V526,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"DRUMANY, DROMAHAIR, LEITRIM",Leitrim,F91E431,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"DUFFIN HOUSE, TULLYNASKEAGH, CARRICKMACROSS",Monaghan,A81T922,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"ENNISKEEN, DUBLIN RD, KINGSCOURT",Cavan,A82X3T8,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"GORT SAOR, KNOCKNACARRA, GALWAY",Galway,H91RK19,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
03/03/2026,"HAWTHORNE, FATHER RUSSELL RD, LIMERICK",Limerick,V94CXK1,"€740,000.00",No,No,Second-Hand Dwelling house /Apartment,,2026,3,,,,
